state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,churn,churn_0_1
ID,169,area_code_415,no,no,0,235.7,79,136.9,85,220.9,97,13.3,10,1,no,0
AZ,122,area_code_510,no,yes,22,204.5,92,139.6,121,205.0,103,8.6,5,2,no,0
FL,106,area_code_408,no,no,0,178.4,143,247.0,123,259.9,105,9.6,2,0,no,0
MN,52,area_code_415,no,yes,32,130.1,68,247.2,77,289.4,87,13.5,5,2,no,0
DE,79,area_code_415,no,yes,34,103.7,100,236.3,78,256.6,102,14.8,4,2,no,0
MI,135,area_code_415,no,no,0,239.9,91,177.1,104,217.2,118,5.9,3,2,no,0
MS,70,area_code_408,no,no,0,148.4,110,267.1,90,151.5,101,8.9,4,0,no,0
MA,80,area_code_408,no,no,0,148.6,106,210.8,65,203.7,86,10.0,2,2,no,0
CA,37,area_code_415,no,no,0,191.1,69,129.2,113,207.5,117,12.9,1,0,no,0
MN,161,area_code_415,no,yes,39,218.5,76,112.7,94,205.1,121,7.3,4,1,no,0
VT,137,area_code_510,no,no,0,97.5,95,195.8,82,288.8,78,0.0,0,1,no,0
CT,123,area_code_415,no,no,0,128.7,126,117.6,94,198.4,132,10.8,5,0,no,0
WV,80,area_code_415,no,yes,38,236.6,69,197.5,68,209.5,102,9.5,10,2,no,0
WV,94,area_code_415,no,no,0,85.9,113,226.7,91,279.6,110,15.6,16,0,no,0
NE,105,area_code_415,no,yes,27,141.2,96,167.7,94,274.4,101,11.4,2,1,no,0
NC,73,area_code_415,no,yes,31,194.4,104,176.0,84,230.1,110,11.5,3,0,no,0
NE,112,area_code_415,no,no,0,167.6,100,154.5,90,281.4,107,17.3,3,2,no,0
IL,179,area_code_408,no,no,0,234.5,134,164.2,94,191.4,72,6.1,4,1,no,0
MA,57,area_code_510,no,no,0,154.2,78,196.7,85,253.5,97,10.1,9,1,no,0
AZ,127,area_code_415,no,yes,14,143.2,99,169.9,91,221.6,77,11.6,1,1,no,0
SD,122,area_code_415,yes,yes,40,216.4,80,249.7,90,185.9,99,12.7,4,1,no,0
MT,33,area_code_510,no,yes,35,161.9,85,151.2,82,191.0,131,8.5,2,1,no,0
VT,94,area_code_408,no,no,0,118.7,90,205.1,57,172.2,100,10.4,6,3,no,0
UT,100,area_code_408,no,no,0,179.1,123,196.6,132,186.7,116,10.2,10,1,no,0
HI,106,area_code_415,no,no,0,147.9,97,209.3,99,162.1,80,8.8,5,2,no,0
DC,148,area_code_415,no,yes,38,209.2,110,116.6,73,109.6,105,16.5,4,2,no,0
WI,120,area_code_415,no,yes,29,244.3,140,322.3,89,166.8,83,10.6,6,0,no,0
UT,91,area_code_415,no,yes,34,175.3,96,262.3,122,143.9,76,5.6,11,1,no,0
WA,86,area_code_510,no,no,0,150.5,92,120.3,95,271.2,96,9.0,2,1,no,0
MT,94,area_code_510,no,no,0,163.5,136,143.7,111,253.4,82,12.6,5,1,no,0
NJ,85,area_code_415,no,no,0,236.9,93,197.7,113,309.1,78,11.4,7,2,yes,1
CT,89,area_code_415,no,no,0,82.3,77,167.2,80,194.7,70,7.2,4,1,no,0
VA,128,area_code_415,no,no,0,216.0,111,153.7,115,227.0,74,12.7,4,1,no,0
NC,115,area_code_415,yes,no,0,180.0,119,198.8,126,217.1,70,12.4,3,1,no,0
AK,76,area_code_415,no,no,0,143.7,55,173.1,108,239.1,95,5.8,6,1,no,0
IL,90,area_code_415,no,yes,29,185.6,106,219.7,113,152.1,120,11.1,5,2,no,0
CT,30,area_code_408,no,no,0,137.6,108,162.0,80,187.7,126,5.8,10,3,no,0
KS,105,area_code_415,yes,no,0,273.9,119,278.6,103,255.3,90,10.9,7,1,yes,1
MA,102,area_code_415,no,yes,31,125.3,92,141.2,108,168.2,68,6.3,2,3,no,0
AR,63,area_code_510,no,yes,49,214.9,86,198.2,89,170.8,139,8.2,5,0,no,0
MS,155,area_code_408,no,no,0,163.0,93,203.9,102,159.0,109,15.1,4,2,no,0
ND,82,area_code_415,no,yes,29,163.8,77,134.9,112,79.3,95,8.8,2,2,no,0
IN,87,area_code_510,no,no,0,189.5,113,204.9,100,221.7,93,13.4,3,1,no,0
MI,115,area_code_415,no,yes,26,155.2,110,230.9,133,261.6,100,4.5,4,0,no,0
VT,121,area_code_415,yes,yes,44,254.1,127,180.2,108,196.2,129,8.7,4,3,no,0
WV,54,area_code_510,no,yes,33,112.0,90,208.0,112,150.3,83,11.3,4,2,no,0
ME,105,area_code_408,no,no,0,115.5,73,267.3,83,114.2,90,13.3,5,3,no,0
IA,73,area_code_415,no,no,0,137.1,102,210.8,114,191.4,120,11.1,4,1,no,0
CT,95,area_code_415,no,no,0,198.4,113,235.9,144,325.6,99,10.1,3,0,no,0
NM,21,area_code_415,no,yes,19,132.7,94,204.6,101,154.7,78,12.9,7,3,no,0
OR,163,area_code_408,no,yes,25,219.6,99,210.4,99,242.7,88,13.8,8,2,no,0
VT,57,area_code_415,no,no,0,169.6,96,234.7,112,285.4,83,11.2,4,0,no,0
RI,104,area_code_408,yes,no,0,160.4,73,293.9,103,306.6,90,12.6,5,4,no,0
AL,95,area_code_415,no,no,0,194.6,114,232.8,106,173.4,92,3.8,2,3,no,0
CT,74,area_code_408,no,no,0,157.1,95,213.1,36,280.4,77,7.6,3,2,no,0
TN,67,area_code_415,no,no,0,179.8,125,173.2,86,272.8,97,10.9,4,0,no,0
ID,104,area_code_415,yes,no,0,148.2,108,161.8,113,259.3,103,11.0,4,0,no,0
TX,71,area_code_415,no,yes,39,183.2,103,209.4,111,172.4,109,11.9,6,1,no,0
NH,149,area_code_415,no,no,0,119.2,88,168.3,110,204.7,119,12.2,6,4,yes,1
ND,154,area_code_408,no,yes,35,224.0,102,192.0,99,163.1,100,9.6,2,0,no,0
KS,117,area_code_415,no,no,0,184.8,83,248.6,101,133.1,113,9.6,8,1,no,0
ME,130,area_code_408,no,no,0,176.3,140,201.0,104,161.9,123,11.3,5,1,no,0
RI,73,area_code_415,no,no,0,241.7,115,168.5,133,169.8,122,11.1,2,2,no,0
WI,100,area_code_510,no,yes,38,224.7,121,294.0,131,290.0,61,9.8,6,0,no,0
NC,149,area_code_510,no,no,0,207.3,115,198.4,82,114.1,83,8.6,4,1,no,0
OH,29,area_code_408,no,no,0,196.8,81,168.0,110,132.6,98,12.7,7,2,no,0
WY,131,area_code_510,no,no,0,110.9,74,115.6,90,190.5,114,15.8,9,1,no,0
NJ,153,area_code_510,no,no,0,122.5,145,273.3,103,197.8,71,8.0,3,2,no,0
WI,133,area_code_510,no,no,0,187.0,65,141.4,128,238.2,108,10.0,8,2,no,0
KY,112,area_code_415,no,no,0,170.5,113,193.2,129,188.0,91,11.2,6,0,no,0
NY,87,area_code_415,no,no,0,204.8,101,161.0,80,285.7,89,9.5,3,0,no,0
AZ,66,area_code_510,no,no,0,154.0,133,198.9,121,151.9,100,9.5,3,4,yes,1
CO,74,area_code_415,no,no,0,225.2,93,215.1,120,241.8,95,9.1,2,2,no,0
MD,116,area_code_408,no,no,0,159.4,79,179.5,88,167.8,71,9.7,2,6,yes,1
AR,68,area_code_510,no,no,0,172.7,95,139.1,90,174.3,99,11.7,1,2,no,0
TN,68,area_code_415,no,no,0,222.8,99,175.8,85,202.0,111,11.0,3,3,no,0
DE,54,area_code_415,yes,no,0,214.1,77,240.5,94,188.9,75,10.1,3,1,no,0
WI,107,area_code_408,no,no,0,134.0,104,174.5,94,311.1,79,7.3,3,3,no,0
WV,124,area_code_510,no,no,0,184.8,74,175.1,84,158.2,95,10.5,6,1,no,0
CT,95,area_code_415,no,yes,36,283.1,112,286.2,86,261.7,129,11.3,3,3,no,0
MN,173,area_code_510,no,no,0,291.8,143,214.3,134,151.2,119,9.9,2,0,yes,1
MO,110,area_code_408,no,no,0,222.7,94,105.8,98,214.8,78,13.5,4,1,no,0
VA,102,area_code_510,no,no,0,174.5,79,236.8,136,270.4,110,8.5,5,0,no,0
NH,130,area_code_408,no,no,0,68.4,86,193.3,110,171.5,139,10.4,4,0,no,0
OK,91,area_code_408,no,yes,31,273.0,78,215.5,98,104.7,114,9.6,2,1,no,0
CT,64,area_code_415,yes,no,0,225.3,134,108.2,87,139.6,132,17.3,9,1,yes,1
TN,176,area_code_415,no,yes,23,283.2,130,162.6,74,177.7,104,7.2,6,1,no,0
MD,93,area_code_510,yes,no,0,131.4,78,219.7,106,155.7,103,11.1,2,1,yes,1
WI,84,area_code_510,no,yes,12,89.7,87,138.6,73,165.8,114,10.7,2,1,no,0
SD,138,area_code_510,no,no,0,127.1,102,247.7,106,207.7,75,5.0,3,3,no,0
ND,101,area_code_415,no,yes,28,105.9,132,231.7,107,281.3,120,10.7,5,1,no,0
VA,136,area_code_408,no,no,0,142.3,79,158.0,113,177.5,75,6.0,11,2,no,0
MA,132,area_code_408,no,yes,36,201.9,93,156.3,75,131.3,92,13.7,5,0,no,0
SD,128,area_code_415,no,no,0,247.3,91,182.7,60,143.2,112,14.7,2,3,no,0
AL,92,area_code_408,no,yes,38,242.2,96,159.7,144,210.0,108,8.9,1,1,no,0
AL,197,area_code_415,yes,no,0,127.3,80,222.3,115,173.9,95,13.7,5,5,yes,1
WV,191,area_code_408,no,no,0,162.0,104,241.2,120,210.4,83,10.9,7,1,no,0
SC,99,area_code_415,no,yes,33,179.1,93,238.3,102,165.7,96,10.6,1,2,no,0
UT,78,area_code_415,no,no,0,193.1,85,172.1,105,129.6,119,10.2,1,0,no,0
NY,98,area_code_408,no,no,0,171.7,99,174.8,87,189.6,130,7.8,6,1,no,0
NH,56,area_code_415,no,yes,24,121.7,87,184.0,76,266.6,98,12.7,3,1,no,0
VA,84,area_code_415,no,no,0,130.2,105,278.0,60,305.4,74,14.0,6,2,no,0
VT,95,area_code_510,no,no,0,203.4,96,168.6,61,173.0,105,13.7,3,2,no,0
WY,16,area_code_415,no,no,0,174.7,83,280.8,122,171.7,80,10.5,8,5,no,0
NV,76,area_code_510,yes,no,0,241.0,120,231.8,96,220.2,67,9.9,1,1,yes,1
WV,93,area_code_415,no,no,0,141.7,95,221.0,100,227.1,71,10.2,3,0,no,0
WA,83,area_code_408,no,no,0,134.8,96,167.2,78,161.5,123,7.7,5,2,no,0
KS,123,area_code_415,no,no,0,163.1,119,249.4,51,168.2,77,9.0,10,1,no,0
OK,82,area_code_510,no,no,0,329.8,73,208.3,120,267.1,102,10.6,6,0,yes,1
CO,110,area_code_510,no,no,0,131.9,93,272.7,106,192.8,105,7.1,4,1,no,0
AK,96,area_code_408,no,yes,29,150.0,91,159.4,75,228.1,55,8.5,3,1,no,0
TN,47,area_code_415,no,yes,30,196.6,93,241.4,140,226.0,118,12.9,4,2,no,0
KY,115,area_code_510,no,no,0,99.7,107,145.1,96,149.4,99,14.1,4,2,no,0
PA,69,area_code_415,no,no,0,143.6,88,141.8,86,194.0,83,10.8,5,3,no,0
CT,163,area_code_408,no,yes,40,231.9,56,211.8,91,268.5,74,12.3,3,2,no,0
MN,98,area_code_415,no,no,0,72.8,107,186.4,103,175.3,110,10.5,4,3,no,0
PA,174,area_code_415,no,yes,15,221.8,143,210.6,115,221.8,109,12.4,9,1,no,0
OR,95,area_code_415,no,no,0,269.0,120,233.7,120,179.3,61,7.3,4,2,yes,1
PA,79,area_code_415,no,no,0,268.3,114,185.5,111,264.6,88,6.3,7,1,yes,1
OK,123,area_code_415,no,yes,27,198.7,127,249.0,105,173.2,124,12.5,5,1,no,0
VT,99,area_code_415,no,no,0,115.5,75,218.1,111,254.9,98,11.5,7,7,yes,1
PA,141,area_code_510,no,no,0,215.6,113,200.6,81,153.8,107,12.4,6,1,no,0
NM,132,area_code_408,no,no,0,169.9,107,209.4,121,206.1,79,11.5,2,1,no,0
FL,133,area_code_510,no,no,0,201.7,85,169.4,116,286.3,80,6.0,4,0,no,0
TX,133,area_code_408,no,no,0,221.1,133,160.2,140,161.8,84,8.4,3,4,no,0
VT,93,area_code_510,no,yes,32,218.7,117,115.0,61,192.7,85,9.4,5,2,no,0
MA,34,area_code_415,no,no,0,293.7,89,272.5,71,178.2,76,11.0,10,2,yes,1
DE,96,area_code_415,no,yes,26,175.8,96,206.6,84,178.0,105,11.1,2,2,no,0
FL,144,area_code_510,no,no,0,278.5,95,240.7,90,120.0,90,11.6,5,1,yes,1
ID,24,area_code_408,no,yes,29,236.3,105,190.8,114,129.0,105,7.2,2,3,no,0
MD,54,area_code_415,no,no,0,273.8,113,119.6,156,267.6,117,11.7,3,1,no,0
WV,50,area_code_408,no,no,0,131.1,129,160.5,94,206.9,88,5.6,9,5,yes,1
ID,92,area_code_415,no,yes,23,167.4,83,258.6,129,116.4,110,11.2,3,4,no,0
NV,96,area_code_408,no,no,0,197.7,68,250.5,53,181.2,67,10.5,3,3,no,0
OH,146,area_code_415,no,no,0,169.5,93,230.9,71,269.8,115,9.0,7,2,no,0
ID,138,area_code_415,yes,yes,17,225.2,116,173.4,88,145.8,99,11.7,4,0,no,0
MO,76,area_code_510,no,no,0,129.7,84,177.5,80,228.9,87,7.5,3,5,yes,1
NE,99,area_code_415,no,no,0,200.0,66,107.9,104,233.7,82,11.4,2,3,no,0
NC,83,area_code_510,no,yes,36,95.9,87,261.6,105,228.6,109,13.3,4,0,no,0
ME,36,area_code_510,no,yes,25,152.8,110,242.8,67,147.4,74,9.1,2,1,no,0
AZ,109,area_code_415,yes,no,0,268.4,85,150.6,131,297.9,84,9.7,8,2,yes,1
AZ,100,area_code_415,no,no,0,188.5,152,148.3,115,179.8,88,15.2,5,2,no,0
HI,104,area_code_408,no,no,0,170.6,97,162.1,111,210.7,131,6.1,1,1,no,0
NJ,106,area_code_415,no,no,0,191.4,124,200.7,116,230.1,76,8.2,3,1,no,0
SC,100,area_code_510,no,no,0,115.9,87,111.3,56,170.2,77,7.1,4,1,no,0
MN,99,area_code_408,no,no,0,128.8,86,203.9,105,282.6,131,14.1,4,2,no,0
WV,50,area_code_510,no,no,0,131.7,108,216.5,103,196.1,126,11.0,5,1,no,0
MS,105,area_code_415,no,no,0,101.4,48,159.1,119,259.2,53,12.2,2,1,no,0
NM,161,area_code_408,no,no,0,107.5,121,256.4,46,247.2,131,12.6,3,2,no,0
HI,97,area_code_415,no,yes,43,121.1,105,260.2,115,222.4,100,8.3,5,3,no,0
WA,130,area_code_510,no,no,0,124.3,70,270.7,99,239.5,83,3.5,6,0,no,0
WI,92,area_code_415,no,no,0,157.7,101,298.6,100,216.9,99,13.8,3,1,no,0
CO,119,area_code_408,no,no,0,124.3,68,207.1,88,157.4,93,14.8,1,0,no,0
NV,115,area_code_415,no,no,0,286.4,125,205.7,74,191.4,141,6.9,6,1,yes,1
RI,134,area_code_415,no,no,0,141.7,95,205.6,101,218.5,60,8.8,6,0,no,0
VA,127,area_code_408,no,yes,25,173.0,91,245.8,64,300.0,99,4.8,3,0,no,0
NJ,80,area_code_415,no,no,0,268.7,120,301.0,147,167.0,140,5.8,1,2,yes,1
ND,153,area_code_415,no,yes,31,218.5,130,134.2,103,118.9,105,9.4,6,0,no,0
MN,85,area_code_415,no,no,0,255.3,114,194.6,83,276.6,78,3.7,5,3,no,0
HI,79,area_code_415,no,no,0,41.9,124,211.0,95,237.9,55,11.4,5,1,no,0
ND,35,area_code_415,no,no,0,260.8,87,258.1,78,131.3,123,5.8,2,1,no,0
WI,120,area_code_408,no,yes,26,239.4,94,259.4,88,238.0,132,7.7,3,0,no,0
MN,68,area_code_510,no,no,0,226.7,94,168.4,129,188.7,117,10.2,1,0,no,0
KS,120,area_code_510,no,no,0,158.0,110,197.0,103,154.9,132,10.0,5,1,no,0
ME,23,area_code_510,no,no,0,113.1,74,168.8,95,262.9,126,6.9,2,1,yes,1
WY,225,area_code_415,no,no,0,182.7,142,246.5,63,218.0,103,8.8,2,1,no,0
NY,181,area_code_415,yes,no,0,161.3,83,124.4,83,262.0,98,14.1,3,0,yes,1
VT,63,area_code_415,no,no,0,142.5,92,208.3,102,228.9,120,7.5,2,2,no,0
NC,54,area_code_415,yes,no,0,190.5,108,259.7,108,141.5,111,9.7,2,2,yes,1
MO,80,area_code_408,yes,yes,15,159.3,110,170.6,120,141.2,82,11.9,5,1,no,0
NC,118,area_code_408,yes,yes,39,153.8,106,123.3,111,117.8,103,9.2,6,1,no,0
NJ,42,area_code_408,yes,no,0,180.7,127,174.6,94,165.3,114,12.0,6,2,no,0
OH,134,area_code_408,no,no,0,202.7,105,224.9,90,253.9,108,12.1,7,0,no,0
TX,66,area_code_415,no,yes,35,190.8,100,261.3,93,209.5,108,8.9,6,0,no,0
TN,127,area_code_415,no,yes,28,235.6,124,236.8,113,241.2,127,7.7,2,1,no,0
HI,146,area_code_510,no,no,0,189.3,77,155.9,128,186.0,83,7.4,3,0,no,0
WY,93,area_code_408,no,yes,42,166.9,101,273.2,84,171.0,106,11.5,1,1,no,0
CT,77,area_code_415,no,no,0,245.2,87,254.1,83,239.4,91,7.5,4,0,yes,1
NM,111,area_code_415,no,no,0,132.6,125,221.1,67,127.9,101,12.7,2,4,yes,1
NJ,125,area_code_415,no,no,0,182.3,64,139.8,121,171.6,96,11.6,7,2,no,0
AL,115,area_code_510,no,yes,14,192.3,86,88.7,90,229.4,120,10.5,3,2,no,0
MN,115,area_code_510,yes,no,0,122.0,110,220.2,100,179.7,124,10.8,2,2,yes,1
NC,114,area_code_408,no,no,0,193.0,101,250.0,81,133.3,79,9.6,2,2,no,0
ND,118,area_code_415,no,yes,39,91.5,125,219.9,113,229.0,99,12.7,8,2,no,0
NY,21,area_code_415,no,no,0,244.7,81,168.0,117,281.5,87,6.6,1,1,no,0
WI,142,area_code_408,no,yes,24,239.8,103,285.9,65,256.7,106,9.5,4,0,no,0
WY,62,area_code_415,no,no,0,172.4,132,230.5,100,228.2,109,11.0,5,0,no,0
OR,149,area_code_415,no,no,0,242.5,83,245.4,97,219.6,80,10.0,3,3,yes,1
CO,54,area_code_510,no,yes,39,117.6,82,159.2,60,236.4,113,11.3,10,2,no,0
LA,112,area_code_510,no,no,0,174.5,127,259.3,71,170.5,120,11.3,7,1,no,0
AL,68,area_code_510,no,no,0,157.3,83,220.9,85,218.9,129,12.0,7,1,no,0
TX,201,area_code_415,no,yes,21,192.0,97,239.1,81,116.1,125,15.1,3,1,no,0
PA,88,area_code_510,no,no,0,218.2,76,169.3,60,141.1,99,8.0,1,1,no,0
IL,85,area_code_415,no,yes,29,144.6,97,140.0,102,165.4,148,10.9,3,1,no,0
DE,51,area_code_415,yes,no,0,153.6,108,232.9,85,214.2,92,14.1,4,0,yes,1
MO,45,area_code_510,no,yes,29,135.8,104,222.5,101,235.6,92,7.9,6,2,no,0
AR,116,area_code_510,no,no,0,160.7,69,146.8,106,287.8,144,8.2,5,0,no,0
OH,146,area_code_408,no,yes,31,202.5,91,241.4,108,169.6,77,7.8,2,1,no,0
WI,63,area_code_510,no,yes,34,152.2,119,227.1,91,195.7,103,12.3,5,1,no,0
GA,133,area_code_510,no,no,0,227.4,90,73.2,135,114.3,99,4.7,7,0,no,0
KY,125,area_code_408,no,no,0,191.6,115,205.6,108,210.2,123,9.2,3,2,no,0
OH,72,area_code_510,no,no,0,138.9,111,211.6,102,179.5,91,10.8,3,1,no,0
TN,130,area_code_408,no,no,0,127.0,102,206.9,107,231.7,99,6.1,6,0,no,0
SD,97,area_code_415,no,no,0,168.6,87,259.2,105,279.8,123,7.3,4,1,no,0
NY,54,area_code_415,no,no,0,286.6,73,223.2,108,203.7,107,11.5,5,1,yes,1
GA,160,area_code_415,no,yes,29,164.6,121,262.8,108,123.8,131,15.2,4,1,no,0
TX,79,area_code_415,no,no,0,144.0,90,135.8,91,212.4,129,13.0,4,1,no,0
WV,92,area_code_415,no,yes,47,141.6,95,207.9,130,203.6,95,10.2,11,0,no,0
ND,132,area_code_510,no,no,0,163.2,80,167.6,90,87.5,90,6.2,10,1,no,0
SD,93,area_code_415,no,no,0,176.1,103,199.7,130,263.9,96,8.5,6,2,no,0
AK,101,area_code_510,no,no,0,174.9,105,262.0,75,210.0,93,8.5,5,1,no,0
CT,125,area_code_415,yes,no,0,187.3,118,160.7,111,263.8,112,9.6,2,0,yes,1
CO,63,area_code_415,no,no,0,211.8,84,230.9,137,217.1,99,10.7,9,3,no,0
MD,107,area_code_415,no,no,0,241.9,102,126.9,117,185.6,92,11.7,6,0,no,0
ND,110,area_code_408,no,no,0,196.1,103,199.7,123,135.9,71,12.9,1,3,no,0
NH,83,area_code_415,no,no,0,231.3,100,210.4,84,217.4,106,12.4,2,3,no,0
MN,117,area_code_408,no,no,0,161.6,104,196.3,119,294.8,111,13.8,2,1,no,0
KY,124,area_code_415,no,no,0,194.0,103,241.0,116,227.5,153,11.9,5,0,no,0
NH,115,area_code_510,no,no,0,109.7,148,223.8,87,240.3,96,15.4,8,3,no,0
CO,156,area_code_408,yes,no,0,277.0,119,238.3,106,94.4,96,8.3,3,1,no,0
KY,89,area_code_408,no,no,0,192.1,83,163.6,88,169.7,138,6.1,3,0,no,0
KY,72,area_code_415,no,no,0,198.4,147,216.9,121,112.8,125,13.1,4,0,no,0
IN,101,area_code_415,no,yes,42,209.2,82,159.7,74,181.6,100,9.5,3,0,no,0
OR,53,area_code_415,no,no,0,184.8,98,216.4,125,141.1,116,18.4,3,2,no,0
SD,116,area_code_408,no,no,0,167.8,119,142.0,123,190.7,128,7.3,4,2,no,0
DE,78,area_code_408,no,no,0,139.2,140,191.4,113,286.5,125,11.8,3,3,no,0
NE,56,area_code_510,no,no,0,121.6,84,165.3,115,243.9,95,8.9,2,1,no,0
OH,123,area_code_408,no,yes,39,270.4,99,245.1,110,108.9,113,15.4,7,1,no,0
OH,127,area_code_408,no,no,0,139.6,94,240.9,112,127.1,88,8.8,4,2,no,0
AR,116,area_code_415,no,yes,23,253.0,78,138.9,121,277.8,104,11.8,3,2,no,0
KS,138,area_code_510,no,yes,26,183.9,83,240.7,93,185.7,125,15.0,3,1,no,0
TX,120,area_code_415,no,no,0,203.3,108,259.9,66,115.9,103,7.8,2,3,no,0
WI,102,area_code_408,no,no,0,200.6,106,152.5,127,199.4,128,7.7,2,3,no,0
OR,95,area_code_415,no,no,0,167.6,96,176.0,89,250.9,113,13.4,6,2,no,0
VA,102,area_code_408,no,no,0,156.5,67,204.3,103,141.9,72,9.9,2,2,no,0
AR,89,area_code_415,no,yes,25,215.1,140,197.4,69,162.1,117,10.6,10,1,no,0
CT,50,area_code_408,no,no,0,301.7,82,167.1,118,72.2,89,10.5,6,1,no,0
OH,93,area_code_415,no,yes,42,152.3,90,267.5,102,266.9,130,11.3,5,7,no,0
WY,68,area_code_510,no,no,0,195.4,116,212.1,101,138.4,134,15.1,11,1,no,0
IL,70,area_code_408,no,no,0,208.7,97,275.5,83,182.5,122,8.0,3,2,no,0
DC,141,area_code_415,no,yes,37,185.4,87,178.5,128,218.3,107,8.0,3,4,no,0
MA,112,area_code_415,no,yes,17,183.2,95,252.8,125,156.7,95,9.7,3,0,no,0
NH,117,area_code_510,yes,no,0,54.2,100,303.2,84,171.8,84,8.6,2,1,yes,1
IA,1,area_code_408,no,yes,26,208.0,115,185.0,113,177.7,144,8.1,9,1,no,0
AL,70,area_code_415,no,no,0,230.3,110,77.9,87,247.1,105,13.2,4,1,no,0
OR,87,area_code_510,no,yes,22,240.8,102,75.9,106,224.6,115,7.1,3,2,no,0
WV,52,area_code_510,no,yes,21,195.7,119,106.2,95,157.4,94,5.3,3,2,no,0
WA,97,area_code_408,no,no,0,276.1,82,201.1,106,231.3,73,8.9,4,0,yes,1
NV,105,area_code_408,no,no,0,166.1,93,175.9,106,243.5,55,16.2,3,2,no,0
SC,77,area_code_510,no,yes,28,135.9,117,244.5,102,207.5,74,11.5,3,4,yes,1
NC,80,area_code_415,yes,no,0,189.1,122,223.2,92,269.0,116,13.9,3,2,yes,1
NH,120,area_code_510,no,yes,43,177.9,117,175.1,70,161.3,117,11.5,4,1,no,0
WY,54,area_code_408,no,yes,39,143.9,73,210.3,117,129.2,117,12.5,8,2,no,0
FL,148,area_code_510,yes,no,0,148.2,138,159.6,123,197.4,62,8.6,3,2,no,0
PA,119,area_code_408,no,no,0,287.1,115,159.3,99,216.8,86,13.9,1,2,yes,1
NC,162,area_code_408,no,yes,26,179.7,144,218.1,129,212.3,105,9.3,8,1,yes,1
MO,85,area_code_510,no,no,0,165.8,96,190.0,141,144.0,116,10.9,3,5,yes,1
KS,101,area_code_510,no,yes,25,144.1,144,167.6,105,240.0,107,14.5,3,1,no,0
KY,172,area_code_415,no,no,0,172.5,85,253.1,71,221.6,113,5.9,6,0,no,0
WI,67,area_code_510,no,no,0,109.1,134,142.3,76,91.2,86,10.9,5,2,no,0
CO,86,area_code_408,no,no,0,171.8,106,301.7,44,139.4,108,9.7,5,1,no,0
NM,107,area_code_415,no,no,0,222.3,101,286.0,111,249.4,117,12.1,4,1,yes,1
IL,116,area_code_510,no,no,0,164.6,110,270.6,103,230.4,109,8.0,3,0,no,0
WA,63,area_code_408,no,no,0,211.7,107,271.7,77,203.3,108,7.4,7,0,no,0
MA,119,area_code_408,yes,yes,16,147.2,103,160.1,96,184.0,120,7.7,2,0,yes,1
OH,133,area_code_408,yes,no,0,254.7,103,252.2,80,178.1,103,8.0,3,0,yes,1
TN,94,area_code_408,yes,no,0,170.1,113,271.8,94,110.7,78,8.7,4,1,no,0
MA,69,area_code_510,no,no,0,195.1,91,261.5,57,203.8,90,11.4,5,0,no,0
MI,146,area_code_408,no,no,0,149.3,83,187.1,130,149.8,100,7.9,4,7,yes,1
TX,119,area_code_510,no,no,0,81.9,75,253.8,114,213.1,125,8.9,1,2,yes,1
NH,142,area_code_408,yes,yes,25,191.1,109,149.6,120,227.8,60,9.8,3,0,no,0
MS,101,area_code_408,no,no,0,239.0,156,273.0,106,278.2,93,13.5,8,1,yes,1
AZ,43,area_code_415,no,no,0,179.3,97,252.7,126,227.5,114,8.0,5,0,no,0
IN,69,area_code_408,no,no,0,185.3,91,219.1,88,243.6,107,5.5,5,0,no,0
NY,15,area_code_510,yes,no,0,141.4,80,123.9,76,323.5,88,8.1,3,2,no,0
WI,107,area_code_510,no,yes,25,248.6,91,119.3,115,194.3,83,12.0,1,1,no,0
WV,67,area_code_510,no,no,0,152.5,131,252.4,107,185.4,104,4.9,3,2,no,0
NY,99,area_code_415,no,no,0,145.6,102,230.9,87,181.5,86,11.4,7,1,no,0
OK,46,area_code_415,no,no,0,164.2,116,196.2,153,236.1,119,8.1,1,1,no,0
NC,55,area_code_408,yes,no,0,221.0,115,165.4,97,235.4,117,9.7,4,1,no,0
CT,56,area_code_415,no,no,0,162.3,99,149.1,78,255.5,115,14.8,1,4,yes,1
NE,76,area_code_415,no,no,0,272.7,97,236.4,95,235.5,105,7.7,2,0,yes,1
HI,132,area_code_408,yes,yes,33,200.3,75,226.6,67,198.8,91,12.9,3,2,no,0
SC,140,area_code_510,no,yes,28,157.1,77,172.4,97,184.5,94,11.1,9,1,no,0
AK,51,area_code_510,yes,yes,12,135.8,60,200.6,134,192.4,98,12.3,7,2,no,0
SD,27,area_code_408,no,no,0,236.7,110,231.9,92,164.7,85,12.7,6,1,no,0
ID,224,area_code_510,no,no,0,111.4,133,175.0,66,217.2,106,5.5,6,3,no,0
OK,105,area_code_510,yes,yes,28,156.1,89,107.1,114,167.7,95,14.7,3,0,yes,1
WA,117,area_code_408,no,no,0,191.1,93,282.8,56,84.8,118,12.0,4,2,no,0
SD,91,area_code_415,no,no,0,153.0,123,141.1,127,171.5,76,10.3,15,1,yes,1
OH,135,area_code_415,no,no,0,218.8,123,242.8,64,85.8,80,10.3,3,4,no,0
